HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,81.39,112,99,159,80.2,85.25,112 [99 - 159],81.39% [80.2% - 85.25%],117,17,443,06-23-2020
2,AL- DOTHAN,80.85,7,6,13,80.0,84.07,7 [6 - 13],80.85% [80.0% - 84.07%],11,0,54,06-23-2020
5,AL- HUNTSVILLE,81.69,28,26,41,80.43,86.28,28 [26 - 41],81.69% [80.43% - 86.28%],31,8,118,06-23-2020
6,AL- MOBILE,81.47,42,38,58,80.32,85.43,42 [38 - 58],81.47% [80.32% - 85.43%],42,9,155,06-23-2020
7,AL- MONTGOMERY,81.28,14,13,24,80.13,85.76,14 [13 - 24],81.28% [80.13% - 85.76%],19,2,89,06-23-2020
9,AL- TUSCALOOSA,81.16,7,7,14,80.2,85.51,7 [7 - 14],81.16% [80.2% - 85.51%],11,2,55,06-23-2020
11,AZ- MESA,84.83,91,81,122,81.01,95.56,91 [81 - 122],84.83% [81.01% - 95.56%],95,20,308,06-23-2020
12,AZ- PHOENIX,83.03,228,202,303,80.65,89.91,228 [202 - 303],83.03% [80.65% - 89.91%],229,49,751,06-23-2020
14,AZ- SUN CITY,82.02,14,13,19,80.37,86.42,14 [13 - 19],82.02% [80.37% - 86.42%],16,3,52,06-23-2020
15,AZ- TUCSON,82.85,70,62,97,80.4,90.22,70 [62 - 97],82.85% [80.4% - 90.22%],72,10,258,06-23-2020
16,AR- FORT SMITH,80.65,7,6,12,80.0,83.12,7 [6 - 12],80.65% [80.0% - 83.12%],8,0,40,06-23-2020
18,AR- JONESBORO,80.89,7,6,10,80.0,83.54,7 [6 - 10],80.89% [80.0% - 83.54%],8,0,32,06-23-2020
19,AR- LITTLE ROCK,81.17,63,55,89,80.1,84.23,63 [55 - 89],81.17% [80.1% - 84.23%],67,6,244,06-23-2020
21,AR- SPRINGDALE,81.92,14,13,23,80.28,87.38,14 [13 - 23],81.92% [80.28% - 87.38%],20,3,78,06-23-2020
22,AR- TEXARKANA,80.44,0,0,4,80.0,82.86,0 [0 - 4],80.44% [80.0% - 82.86%],4,0,28,06-23-2020
23,CA- ORANGE CO.,82.15,161,143,229,80.43,88.31,161 [143 - 229],82.15% [80.43% - 88.31%],164,33,636,06-23-2020
25,CA- BAKERSFIELD,81.32,42,37,67,80.17,86.0,42 [37 - 67],81.32% [80.17% - 86.0%],47,6,217,06-23-2020
31,CA- CHICO,81.96,7,7,14,80.16,88.59,7 [7 - 14],81.96% [80.16% - 88.59%],12,1,55,06-23-2020
33,CA- CONTRA COSTA CO.,83.14,59,52,78,80.7,89.49,59 [52 - 78],83.14% [80.7% - 89.49%],62,14,190,06-23-2020
43,CA- FRESNO,82.06,42,37,69,80.26,89.9,42 [37 - 69],82.06% [80.26% - 89.9%],47,6,226,06-23-2020
56,CA- LOS ANGELES,81.92,472,418,668,80.37,87.43,472 [418 - 668],81.92% [80.37% - 87.43%],475,93,1842,06-23-2020
58,CA- MODESTO,82.68,42,38,61,80.41,90.41,42 [38 - 61],82.68% [80.41% - 90.41%],46,7,179,06-23-2020
62,CA- NAPA,82.41,14,13,19,80.17,88.59,14 [13 - 19],82.41% [80.17% - 88.59%],14,1,50,06-23-2020
65,CA- ALAMEDA CO.,82.73,89,79,117,80.59,88.23,89 [79 - 117],82.73% [80.59% - 88.23%],92,20,278,06-23-2020
69,CA- PALM SPR/RANCHO MIR.,81.57,14,13,21,80.28,86.17,14 [13 - 21],81.57% [80.28% - 86.17%],16,3,65,06-23-2020
73,CA- REDDING,81.27,7,7,14,80.28,85.27,7 [7 - 14],81.27% [80.28% - 85.27%],13,3,57,06-23-2020
77,CA- SACRAMENTO,83.02,140,124,191,80.54,90.14,140 [124 - 191],83.02% [80.54% - 90.14%],144,26,485,06-23-2020
78,CA- SALINAS,82.9,21,19,29,80.5,89.71,21 [19 - 29],82.9% [80.5% - 89.71%],22,4,77,06-23-2020
79,CA- SAN BERNARDINO,82.7,154,137,220,80.52,90.67,154 [137 - 220],82.7% [80.52% - 90.67%],156,30,617,06-23-2020
80,CA- SAN DIEGO,82.73,189,168,265,80.54,90.25,189 [168 - 265],82.73% [80.54% - 90.25%],192,38,721,06-23-2020
