HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,81.31,106,93,150,80.17,84.84,106 [93 - 150],81.31% [80.17% - 84.84%],110,14,409,06-30-2020
2,AL- DOTHAN,80.85,7,6,14,80.0,84.37,7 [6 - 14],80.85% [80.0% - 84.37%],11,0,58,06-30-2020
5,AL- HUNTSVILLE,81.6,28,25,40,80.21,86.12,28 [25 - 40],81.6% [80.21% - 86.12%],30,4,115,06-30-2020
6,AL- MOBILE,81.44,40,36,57,80.32,85.53,40 [36 - 57],81.44% [80.32% - 85.53%],41,9,158,06-30-2020
7,AL- MONTGOMERY,81.28,14,13,24,80.13,85.63,14 [13 - 24],81.28% [80.13% - 85.63%],19,2,87,06-30-2020
9,AL- TUSCALOOSA,80.83,7,7,13,80.2,85.01,7 [7 - 13],80.83% [80.2% - 85.01%],8,2,50,06-30-2020
11,AZ- MESA,84.84,91,81,120,80.91,94.8,91 [81 - 120],84.84% [80.91% - 94.8%],95,18,293,06-30-2020
12,AZ- PHOENIX,83.06,229,203,301,80.57,89.57,229 [203 - 301],83.06% [80.57% - 89.57%],231,43,725,06-30-2020
14,AZ- SUN CITY,82.04,14,13,19,80.37,86.17,14 [13 - 19],82.04% [80.37% - 86.17%],16,3,50,06-30-2020
15,AZ- TUCSON,82.81,70,62,97,80.32,90.14,70 [62 - 97],82.81% [80.32% - 90.14%],70,8,256,06-30-2020
16,AR- FORT SMITH,80.68,7,6,13,80.0,84.06,7 [6 - 13],80.68% [80.0% - 84.06%],8,0,52,06-30-2020
18,AR- JONESBORO,80.93,7,6,11,80.0,83.98,7 [6 - 11],80.93% [80.0% - 83.98%],8,0,36,06-30-2020
19,AR- LITTLE ROCK,81.09,59,51,84,80.03,84.02,59 [51 - 84],81.09% [80.03% - 84.02%],62,2,232,06-30-2020
21,AR- SPRINGDALE,82.22,21,19,30,80.28,88.33,21 [19 - 30],82.22% [80.28% - 88.33%],23,3,88,06-30-2020
22,AR- TEXARKANA,80.5,0,0,4,80.0,83.37,0 [0 - 4],80.5% [80.0% - 83.37%],4,0,33,06-30-2020
23,CA- ORANGE CO.,81.91,142,125,200,80.31,86.99,142 [125 - 200],81.91% [80.31% - 86.99%],145,24,535,06-30-2020
25,CA- BAKERSFIELD,81.24,42,37,66,80.11,85.81,42 [37 - 66],81.24% [80.11% - 85.81%],44,4,210,06-30-2020
31,CA- CHICO,81.9,7,7,13,80.16,88.59,7 [7 - 13],81.9% [80.16% - 88.59%],12,1,55,06-30-2020
33,CA- CONTRA COSTA CO.,82.4,45,40,57,80.45,86.49,45 [40 - 57],82.4% [80.45% - 86.49%],48,9,130,06-30-2020
43,CA- FRESNO,82.0,42,37,68,80.13,89.9,42 [37 - 68],82.0% [80.13% - 89.9%],45,3,226,06-30-2020
56,CA- LOS ANGELES,81.69,415,365,583,80.27,86.24,415 [365 - 583],81.69% [80.27% - 86.24%],419,67,1547,06-30-2020
58,CA- MODESTO,82.36,37,32,52,80.29,88.32,37 [32 - 52],82.36% [80.29% - 88.32%],40,5,143,06-30-2020
62,CA- NAPA,82.06,7,7,11,80.17,86.7,7 [7 - 11],82.06% [80.17% - 86.7%],11,1,39,06-30-2020
65,CA- ALAMEDA CO.,82.06,67,59,85,80.38,85.59,67 [59 - 85],82.06% [80.38% - 85.59%],69,13,189,06-30-2020
69,CA- PALM SPR/RANCHO MIR.,81.41,14,13,20,80.19,85.22,14 [13 - 20],81.41% [80.19% - 85.22%],14,2,55,06-30-2020
73,CA- REDDING,81.07,7,6,13,80.0,84.53,7 [6 - 13],81.07% [80.0% - 84.53%],11,0,49,06-30-2020
77,CA- SACRAMENTO,82.43,113,99,150,80.4,87.59,113 [99 - 150],82.43% [80.4% - 87.59%],116,19,363,06-30-2020
78,CA- SALINAS,82.4,14,13,20,80.38,87.31,14 [13 - 20],82.4% [80.38% - 87.31%],19,3,58,06-30-2020
79,CA- SAN BERNARDINO,82.42,137,121,194,80.38,89.11,137 [121 - 194],82.42% [80.38% - 89.11%],140,22,527,06-30-2020
80,CA- SAN DIEGO,82.38,164,144,227,80.37,88.35,164 [144 - 227],82.38% [80.37% - 88.35%],167,26,587,06-30-2020
81,CA- SAN FRANCISCO,81.22,57,50,73,80.24,83.27,57 [50 - 73],81.22% [80.24% - 83.27%],62,12,166,06-30-2020
82,CA- SAN JOSE,82.47,71,63,91,80.46,86.74,71 [63 - 91],82.47% [80.46% - 86.74%],74,14,204,06-30-2020
83,CA- SAN LUIS OBISPO,82.33,7,7,11,80.22,88.55,7 [7 - 11],82.33% [80.22% - 88.55%],10,1,39,06-30-2020
85,CA- SAN MATEO CO.,81.36,35,31,45,80.22,83.64,35 [31 - 45],81.36% [80.22% - 83.64%],36,6,98,06-30-2020
86,CA- SANTA BARBARA,81.96,14,13,22,80.21,87.56,14 [13 - 22],81.96% [80.21% - 87.56%],18,2,73,06-30-2020
87,CA- SANTA CRUZ,83.38,7,7,11,80.28,89.75,7 [7 - 11],83.38% [80.28% - 89.75%],12,1,35,06-30-2020
89,CA- SANTA ROSA,81.16,20,18,26,80.16,83.22,20 [18 - 26],81.16% [80.16% - 83.22%],21,3,60,06-30-2020
91,CA- STOCKTON,82.6,25,22,33,80.38,87.9,25 [22 - 33],82.6% [80.38% - 87.9%],27,4,84,06-30-2020
96,CA- VENTURA,82.33,35,31,50,80.32,88.65,35 [31 - 50],82.33% [80.32% - 88.65%],36,5,136,06-30-2020
101,CO- BOULDER,84.37,20,18,26,81.05,92.63,20 [18 - 26],84.37% [81.05% - 92.63%],20,5,60,06-30-2020
102,CO- COLORADO SPRINGS,84.5,42,38,62,80.97,97.0,42 [38 - 62],84.5% [80.97% - 97.0%],46,10,176,06-30-2020
103,CO- DENVER,83.92,185,164,240,80.86,91.6,185 [164 - 240],83.92% [80.86% - 91.6%],187,41,554,06-30-2020
104,CO- FORT COLLINS,82.55,14,13,19,80.47,88.14,14 [13 - 19],82.55% [80.47% - 88.14%],16,3,52,06-30-2020
105,CO- GRAND JUNCTION,82.1,14,12,21,80.13,87.95,14 [12 - 21],82.1% [80.13% - 87.95%],16,1,63,06-30-2020
106,CO- GREELEY,83.17,21,19,28,80.64,89.27,21 [19 - 28],83.17% [80.64% - 89.27%],24,5,72,06-30-2020
107,CO- PUEBLO,81.27,7,6,12,80.0,85.26,7 [6 - 12],81.27% [80.0% - 85.26%],10,0,42,06-30-2020
109,CT- BRIDGEPORT,85.52,91,83,125,81.77,98.82,91 [83 - 125],85.52% [81.77% - 98.82%],93,30,319,06-30-2020
110,CT- HARTFORD,89.29,300,270,391,82.7,107.67,300 [270 - 391],89.29% [82.7% - 107.67%],302,88,901,06-30-2020
111,CT- NEW HAVEN,86.52,248,223,336,81.95,101.7,248 [223 - 336],86.52% [81.95% - 101.7%],251,75,836,06-30-2020
112,DE- WILMINGTON,85.68,101,93,110,82.58,88.43,101 [93 - 110],85.68% [82.58% - 88.43%],105,48,157,06-30-2020
113,DC- WASHINGTON,89.73,531,491,556,84.72,92.28,531 [491 - 556],89.73% [84.72% - 92.28%],534,259,674,06-30-2020
115,FL- BRADENTON,81.19,7,7,10,80.56,84.65,7 [7 - 10],81.19% [80.56% - 84.65%],8,4,33,06-30-2020
116,FL- CLEARWATER,80.78,7,7,13,80.31,83.3,7 [7 - 13],80.78% [80.31% - 83.3%],12,5,54,06-30-2020
118,FL- FORT LAUDERDALE,80.84,72,66,107,80.32,83.69,72 [66 - 107],80.84% [80.32% - 83.69%],73,28,321,06-30-2020
119,FL- FORT MYERS,80.75,28,26,43,80.24,83.58,28 [26 - 43],80.75% [80.24% - 83.58%],28,9,137,06-30-2020
120,FL- GAINESVILLE,80.27,0,0,7,80.0,82.61,0 [0 - 7],80.27% [80.0% - 82.61%],4,0,48,06-30-2020
122,FL- HUDSON,80.76,7,7,12,80.16,83.43,7 [7 - 12],80.76% [80.16% - 83.43%],9,2,43,06-30-2020
123,FL- JACKSONVILLE,80.87,40,35,67,80.08,84.62,40 [35 - 67],80.87% [80.08% - 84.62%],42,4,227,06-30-2020
124,FL- LAKELAND,80.87,7,7,12,80.28,84.21,7 [7 - 12],80.87% [80.28% - 84.21%],9,3,45,06-30-2020
127,FL- MIAMI,80.71,70,65,113,80.27,83.38,70 [65 - 113],80.71% [80.27% - 83.38%],76,29,364,06-30-2020
129,FL- OCALA,81.2,14,13,20,80.29,84.24,14 [13 - 20],81.2% [80.29% - 84.24%],16,4,58,06-30-2020
130,FL- ORLANDO,80.84,82,76,128,80.37,83.92,82 [76 - 128],80.84% [80.37% - 83.92%],86,38,406,06-30-2020
131,FL- ORMOND BEACH,80.61,7,7,11,80.12,82.36,7 [7 - 11],80.61% [80.12% - 82.36%],10,2,39,06-30-2020
133,FL- PANAMA CITY,80.7,0,0,1,80.0,81.96,0 [0 - 1],80.7% [80.0% - 81.96%],4,0,13,06-30-2020
134,FL- PENSACOLA,80.96,21,19,29,80.0,83.49,21 [19 - 29],80.96% [80.0% - 83.49%],22,0,82,06-30-2020
137,FL- SARASOTA,80.66,7,7,12,80.28,83.18,7 [7 - 12],80.66% [80.28% - 83.18%],9,4,46,06-30-2020
139,FL- ST PETERSBURG,80.65,7,7,12,80.25,82.69,7 [7 - 12],80.65% [80.25% - 82.69%],10,4,43,06-30-2020
140,FL- TALLAHASSEE,80.79,21,18,37,80.0,84.86,21 [18 - 37],80.79% [80.0% - 84.86%],21,0,131,06-30-2020
141,FL- TAMPA,80.85,35,33,53,80.35,83.76,35 [33 - 53],80.85% [80.35% - 83.76%],35,15,160,06-30-2020
142,GA- ALBANY,81.25,7,6,12,80.0,83.95,7 [6 - 12],81.25% [80.0% - 83.95%],13,0,42,06-30-2020
144,GA- ATLANTA,84.65,553,494,714,81.24,93.71,553 [494 - 714],84.65% [81.24% - 93.71%],556,149,1642,06-30-2020
145,GA- AUGUSTA,81.63,35,32,51,80.33,86.11,35 [32 - 51],81.63% [80.33% - 86.11%],40,8,150,06-30-2020
146,GA- COLUMBUS,82.08,21,19,29,80.4,86.43,21 [19 - 29],82.08% [80.4% - 86.43%],26,5,81,06-30-2020
147,GA- MACON,82.17,47,41,70,80.27,89.21,47 [41 - 70],82.17% [80.27% - 89.21%],48,6,206,06-30-2020
148,GA- ROME,83.1,21,19,27,80.41,88.88,21 [19 - 27],83.1% [80.41% - 88.88%],22,3,65,06-30-2020
149,GA- SAVANNAH,82.23,42,37,68,80.24,91.03,42 [37 - 68],82.23% [80.24% - 91.03%],45,5,227,06-30-2020
151,ID- BOISE,80.26,0,0,3,80.05,81.3,0 [0 - 3],80.26% [80.05% - 81.3%],5,1,27,06-30-2020
152,ID- IDAHO FALLS,80.0,0,0,1,80.0,81.52,0 [0 - 1],80.0% [80.0% - 81.52%],0,0,7,06-30-2020
154,IL- AURORA,89.5,47,43,49,83.42,91.01,47 [43 - 49],89.5% [83.42% - 91.01%],50,18,58,06-30-2020
155,IL- BLUE ISLAND,84.29,106,96,109,81.54,84.93,106 [96 - 109],84.29% [81.54% - 84.93%],108,39,125,06-30-2020
156,IL- CHICAGO,84.23,359,324,368,81.54,84.89,359 [324 - 368],84.23% [81.54% - 84.89%],362,132,419,06-30-2020
158,IL- ELGIN,90.08,106,96,109,83.5,91.69,106 [96 - 109],90.08% [83.5% - 91.69%],109,38,127,06-30-2020
161,IL- EVANSTON,85.97,141,127,145,82.15,86.91,141 [127 - 145],85.97% [82.15% - 86.91%],144,52,167,06-30-2020
163,IL- HINSDALE,86.46,67,61,69,82.27,87.45,67 [61 - 69],86.46% [82.27% - 87.45%],71,25,82,06-30-2020
164,IL- JOLIET,87.91,102,92,105,82.71,89.13,102 [92 - 105],87.91% [82.71% - 89.13%],104,36,121,06-30-2020
166,IL- MELROSE PARK,86.26,189,171,194,82.26,87.24,189 [171 - 194],86.26% [82.26% - 87.24%],193,70,224,06-30-2020
170,IL- PEORIA,86.47,118,105,126,81.4,88.82,118 [105 - 126],86.47% [81.4% - 88.82%],120,26,164,06-30-2020
171,IL- ROCKFORD,87.81,116,104,121,82.22,89.54,116 [104 - 121],87.81% [82.22% - 89.54%],119,34,146,06-30-2020
172,IL- SPRINGFIELD,85.93,147,131,159,81.18,88.72,147 [131 - 159],85.93% [81.18% - 88.72%],151,30,222,06-30-2020
