HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,83.56,285,245,412,80.22,86.9,05-05-2020
2,AL- DOTHAN,80.45,0,0,9,77.23,83.67,05-05-2020
5,AL- HUNTSVILLE,82.42,41,35,62,79.12,85.72,05-05-2020
6,AL- MOBILE,82.7,71,61,106,79.39,86.01,05-05-2020
7,AL- MONTGOMERY,82.34,32,28,51,79.05,85.63,05-05-2020
9,AL- TUSCALOOSA,82.67,22,19,35,79.36,85.98,05-05-2020
11,AZ- MESA,86.82,126,110,179,83.35,90.29,05-05-2020
12,AZ- PHOENIX,84.13,298,259,423,80.76,87.5,05-05-2020
14,AZ- SUN CITY,82.84,19,17,28,79.53,86.15,05-05-2020
15,AZ- TUCSON,82.42,54,47,79,79.12,85.72,05-05-2020
16,AR- FORT SMITH,80.25,0,0,5,77.04,83.46,05-05-2020
18,AR- JONESBORO,80.41,0,0,2,77.19,83.63,05-05-2020
19,AR- LITTLE ROCK,82.75,151,131,218,79.44,86.06,05-05-2020
21,AR- SPRINGDALE,81.14,9,7,15,77.89,84.39,05-05-2020
22,AR- TEXARKANA,80.46,0,0,4,77.24,83.68,05-05-2020
23,CA- ORANGE CO.,86.38,468,408,659,82.92,89.84,05-05-2020
25,CA- BAKERSFIELD,82.06,68,59,100,78.78,85.34,05-05-2020
31,CA- CHICO,83.06,17,15,27,79.74,86.38,05-05-2020
33,CA- CONTRA COSTA CO.,100.6,397,348,527,96.58,104.62,05-05-2020
43,CA- FRESNO,83.72,78,68,114,80.37,87.07,05-05-2020
56,CA- LOS ANGELES,85.83,1392,1214,1954,82.4,89.26,05-05-2020
58,CA- MODESTO,90.29,167,145,235,86.68,93.9,05-05-2020
62,CA- NAPA,90.61,55,48,77,86.99,94.23,05-05-2020
65,CA- ALAMEDA CO.,98.71,614,540,809,94.76,102.66,05-05-2020
69,CA- PALM SPR/RANCHO MIR.,84.15,38,33,55,80.78,87.52,05-05-2020
73,CA- REDDING,84.81,47,42,66,81.42,88.2,05-05-2020
77,CA- SACRAMENTO,92.09,555,485,767,88.41,95.77,05-05-2020
78,CA- SALINAS,92.49,92,80,128,88.79,96.19,05-05-2020
79,CA- SAN BERNARDINO,87.08,390,339,556,83.6,90.56,05-05-2020
80,CA- SAN DIEGO,88.99,608,531,849,85.43,92.55,05-05-2020
81,CA- SAN FRANCISCO,91.01,542,477,714,87.37,94.65,05-05-2020
82,CA- SAN JOSE,104.67,726,639,945,100.48,108.86,05-05-2020
83,CA- SAN LUIS OBISPO,89.43,37,32,53,85.85,93.01,05-05-2020
85,CA- SAN MATEO CO.,93.23,345,303,450,89.5,96.96,05-05-2020
86,CA- SANTA BARBARA,86.06,53,47,76,82.62,89.5,05-05-2020
87,CA- SANTA CRUZ,106.45,88,77,119,102.19,110.71,05-05-2020
89,CA- SANTA ROSA,88.22,145,127,196,84.69,91.75,05-05-2020
91,CA- STOCKTON,95.47,156,136,214,91.65,99.29,05-05-2020
96,CA- VENTURA,87.77,115,100,163,84.26,91.28,05-05-2020
101,CO- BOULDER,93.32,59,52,81,89.59,97.05,05-05-2020
102,CO- COLORADO SPRINGS,90.42,102,89,146,86.8,94.04,05-05-2020
103,CO- DENVER,92.78,588,515,802,89.07,96.49,05-05-2020
104,CO- FORT COLLINS,87.19,40,35,57,83.7,90.68,05-05-2020
105,CO- GRAND JUNCTION,92.28,91,79,117,88.59,95.97,05-05-2020
106,CO- GREELEY,87.83,55,48,79,84.32,91.34,05-05-2020
107,CO- PUEBLO,81.6,8,7,13,78.34,84.86,05-05-2020
110,CT- HARTFORD,102.46,703,612,976,98.36,106.56,05-05-2020
111,CT- NEW HAVEN,112.45,1216,1069,1590,107.95,116.95,05-05-2020
112,DE- WILMINGTON,87.47,130,114,185,83.97,90.97,05-05-2020
113,DC- WASHINGTON,94.78,779,680,1100,90.99,98.57,05-05-2020
115,FL- BRADENTON,85.81,37,32,53,82.38,89.24,05-05-2020
116,FL- CLEARWATER,83.51,51,44,73,80.17,86.85,05-05-2020
118,FL- FORT LAUDERDALE,85.76,480,418,670,82.33,89.19,05-05-2020
119,FL- FORT MYERS,84.68,170,148,240,81.29,88.07,05-05-2020
120,FL- GAINESVILLE,83.38,56,48,80,80.04,86.72,05-05-2020
122,FL- HUDSON,83.58,40,35,58,80.24,86.92,05-05-2020
123,FL- JACKSONVILLE,83.13,145,126,213,79.8,86.46,05-05-2020
124,FL- LAKELAND,83.9,36,31,53,80.54,87.26,05-05-2020
127,FL- MIAMI,85.8,603,527,837,82.37,89.23,05-05-2020
129,FL- OCALA,83.61,44,38,64,80.27,86.95,05-05-2020
130,FL- ORLANDO,83.67,362,315,518,80.32,87.02,05-05-2020
131,FL- ORMOND BEACH,82.46,35,30,52,79.16,85.76,05-05-2020
133,FL- PANAMA CITY,80.93,2,1,5,77.69,84.17,05-05-2020
134,FL- PENSACOLA,82.48,53,46,78,79.18,85.78,05-05-2020
137,FL- SARASOTA,83.67,48,42,68,80.32,87.02,05-05-2020
139,FL- ST PETERSBURG,82.92,41,36,59,79.6,86.24,05-05-2020
140,FL- TALLAHASSEE,82.27,54,46,93,78.98,85.56,05-05-2020
141,FL- TAMPA,83.97,159,139,227,80.61,87.33,05-05-2020
142,GA- ALBANY,91.54,116,101,153,87.88,95.2,05-05-2020
144,GA- ATLANTA,94.56,1683,1466,2362,90.78,98.34,05-05-2020
145,GA- AUGUSTA,81.96,43,37,71,78.68,85.24,05-05-2020
146,GA- COLUMBUS,83.97,42,36,67,80.61,87.33,05-05-2020
147,GA- MACON,83.66,72,61,114,80.31,87.01,05-05-2020
148,GA- ROME,93.33,93,81,126,89.6,97.06,05-05-2020
149,GA- SAVANNAH,83.22,61,52,91,79.89,86.55,05-05-2020
154,IL- AURORA,93.8,67,59,94,90.05,97.55,05-05-2020
155,IL- BLUE ISLAND,87.09,171,150,234,83.61,90.57,05-05-2020
156,IL- CHICAGO,87.03,581,509,793,83.55,90.51,05-05-2020
158,IL- ELGIN,95.81,164,143,226,91.98,99.64,05-05-2020
161,IL- EVANSTON,89.92,231,203,315,86.32,93.52,05-05-2020
163,IL- HINSDALE,90.27,107,94,147,86.66,93.88,05-05-2020
164,IL- JOLIET,91.43,143,125,199,87.77,95.09,05-05-2020
166,IL- MELROSE PARK,90.17,301,263,413,86.56,93.78,05-05-2020
170,IL- PEORIA,81.75,25,21,41,78.48,85.02,05-05-2020
171,IL- ROCKFORD,86.32,89,77,128,82.87,89.77,05-05-2020
172,IL- SPRINGFIELD,80.78,16,14,33,77.55,84.01,05-05-2020
173,IL- URBANA,81.41,8,6,17,78.15,84.67,05-05-2020
175,IL- BLOOMINGTON,86.2,12,11,18,82.75,89.65,05-05-2020
179,IN- EVANSVILLE,80.42,2,0,12,77.2,83.64,05-05-2020
180,IN- FORT WAYNE,80.8,13,12,33,77.57,84.03,05-05-2020
181,IN- GARY,85.18,72,63,103,81.77,88.59,05-05-2020
183,IN- INDIANAPOLIS,83.79,226,192,329,80.44,87.14,05-05-2020
184,IN- LAFAYETTE,81.5,7,6,13,78.24,84.76,05-05-2020
185,IN- MUNCIE,81.67,1,0,5,78.4,84.94,05-05-2020
186,IN- MUNSTER,85.04,53,46,74,81.64,88.44,05-05-2020
187,IN- SOUTH BEND,82.76,37,32,55,79.45,86.07,05-05-2020
188,IN- TERRE HAUTE,80.83,0,0,3,77.6,84.06,05-05-2020
191,IA- DAVENPORT,80.81,12,10,23,77.58,84.04,05-05-2020
192,IA- DES MOINES,81.7,47,39,80,78.43,84.97,05-05-2020
193,IA- DUBUQUE,82.47,8,6,14,79.17,85.77,05-05-2020
194,IA- IOWA CITY,82.49,42,37,63,79.19,85.79,05-05-2020
195,IA- MASON CITY,80.0,0,0,2,76.8,83.2,05-05-2020
196,IA- SIOUX CITY,80.58,2,1,10,77.36,83.8,05-05-2020
197,IA- WATERLOO,81.4,6,5,12,78.14,84.66,05-05-2020
200,KS- TOPEKA,81.91,22,18,41,78.63,85.19,05-05-2020
201,KS- WICHITA,80.9,38,32,66,77.66,84.14,05-05-2020
203,KY- COVINGTON,86.13,64,54,97,82.68,89.58,05-05-2020
204,KY- LEXINGTON,85.34,268,231,408,81.93,88.75,05-05-2020
205,KY- LOUISVILLE,85.54,254,220,391,82.12,88.96,05-05-2020
207,KY- OWENSBORO,83.06,14,12,22,79.74,86.38,05-05-2020
208,KY- PADUCAH,80.06,0,0,14,76.86,83.26,05-05-2020
