HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Last Update
1,AL- BIRMINGHAM,86.05,491,417,811,82.61,89.49,05-05-2020
2,AL- DOTHAN,82.23,22,17,47,78.94,85.52,05-05-2020
5,AL- HUNTSVILLE,84.53,78,66,140,81.15,87.91,05-05-2020
6,AL- MOBILE,84.87,131,113,235,81.48,88.26,05-05-2020
7,AL- MONTGOMERY,84.12,57,48,108,80.76,87.48,05-05-2020
9,AL- TUSCALOOSA,84.88,44,37,80,81.48,88.28,05-05-2020
11,AZ- MESA,91.25,210,180,345,87.6,94.9,05-05-2020
12,AZ- PHOENIX,86.88,499,428,820,83.4,90.36,05-05-2020
14,AZ- SUN CITY,84.71,33,28,56,81.32,88.1,05-05-2020
15,AZ- TUCSON,84.1,96,82,171,80.74,87.46,05-05-2020
16,AR- FORT SMITH,80.63,4,3,23,77.4,83.86,05-05-2020
18,AR- JONESBORO,81.14,7,6,16,77.89,84.39,05-05-2020
19,AR- LITTLE ROCK,84.39,243,208,399,81.01,87.77,05-05-2020
21,AR- SPRINGDALE,82.34,21,18,43,79.05,85.63,05-05-2020
22,AR- TEXARKANA,80.98,6,5,19,77.74,84.22,05-05-2020
23,CA- ORANGE CO.,90.29,759,652,1224,86.68,93.9,05-05-2020
25,CA- BAKERSFIELD,83.69,125,107,223,80.34,87.04,05-05-2020
31,CA- CHICO,86.74,38,33,66,83.27,90.21,05-05-2020
33,CA- CONTRA COSTA CO.,107.89,546,475,740,103.57,112.21,05-05-2020
43,CA- FRESNO,86.6,141,121,247,83.14,90.06,05-05-2020
56,CA- LOS ANGELES,89.29,2228,1916,3577,85.72,92.86,05-05-2020
58,CA- MODESTO,96.95,280,241,429,93.07,100.83,05-05-2020
62,CA- NAPA,96.22,89,77,132,92.37,100.07,05-05-2020
65,CA- ALAMEDA CO.,104.81,819,712,1098,100.62,109.0,05-05-2020
69,CA- PALM SPR/RANCHO MIR.,86.95,68,58,113,83.47,90.43,05-05-2020
73,CA- REDDING,87.75,77,66,118,84.24,91.26,05-05-2020
77,CA- SACRAMENTO,98.6,862,742,1300,94.66,102.54,05-05-2020
78,CA- SALINAS,99.43,147,127,218,95.45,103.41,05-05-2020
79,CA- SAN BERNARDINO,91.9,661,567,1088,88.22,95.58,05-05-2020
80,CA- SAN DIEGO,94.06,955,823,1508,90.3,97.82,05-05-2020
81,CA- SAN FRANCISCO,94.58,724,630,971,90.8,98.36,05-05-2020
82,CA- SAN JOSE,111.26,930,811,1224,106.81,115.71,05-05-2020
83,CA- SAN LUIS OBISPO,94.41,60,52,96,90.63,98.19,05-05-2020
85,CA- SAN MATEO CO.,96.94,448,390,592,93.06,100.82,05-05-2020
86,CA- SANTA BARBARA,90.11,91,78,151,86.51,93.71,05-05-2020
87,CA- SANTA CRUZ,117.01,127,110,176,112.33,121.69,05-05-2020
89,CA- SANTA ROSA,91.87,212,184,300,88.2,95.54,05-05-2020
91,CA- STOCKTON,103.13,236,204,344,99.0,107.26,05-05-2020
96,CA- VENTURA,92.61,189,163,306,88.91,96.31,05-05-2020
101,CO- BOULDER,99.99,89,77,134,95.99,103.99,05-05-2020
102,CO- COLORADO SPRINGS,96.36,159,136,262,92.51,100.21,05-05-2020
