region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,95.62,553,509,612,88.58,104.11,553 [509 - 612],95.62% [88.58% - 104.11%],1319,725,2036,01-19-2021
2,AL- DOTHAN,117.95,248,230,275,101.84,142.12,248 [230 - 275],117.95% [101.84% - 142.12%],504,290,825,01-19-2021
5,AL- HUNTSVILLE,94.63,112,103,123,88.19,101.65,112 [103 - 123],94.63% [88.19% - 101.65%],275,154,407,01-19-2021
6,AL- MOBILE,107.2,351,327,387,96.07,121.62,351 [327 - 387],107.2% [96.07% - 121.62%],777,459,1189,01-19-2021
7,AL- MONTGOMERY,102.77,151,140,168,92.61,117.0,151 [140 - 168],102.77% [92.61% - 117.0%],352,195,572,01-19-2021
9,AL- TUSCALOOSA,95.13,59,53,65,87.11,102.34,59 [53 - 65],95.13% [87.11% - 102.34%],151,71,223,01-19-2021
11,AZ- MESA,130.71,387,354,439,106.57,164.65,387 [354 - 439],130.71% [106.57% - 164.65%],1004,526,1676,01-19-2021
12,AZ- PHOENIX,111.91,933,852,1061,96.77,133.65,933 [852 - 1061],111.91% [96.77% - 133.65%],2417,1270,4064,01-19-2021
14,AZ- SUN CITY,100.49,63,57,72,90.74,114.2,63 [57 - 72],100.49% [90.74% - 114.2%],166,87,277,01-19-2021
15,AZ- TUCSON,138.52,636,584,750,111.54,193.27,636 [584 - 750],138.52% [111.54% - 193.27%],1477,796,2859,01-19-2021
16,AR- FORT SMITH,123.56,237,219,260,105.06,144.87,237 [219 - 260],123.56% [105.06% - 144.87%],558,321,831,01-19-2021
18,AR- JONESBORO,95.49,60,55,67,89.85,102.9,60 [55 - 67],95.49% [89.85% - 102.9%],140,89,207,01-19-2021
19,AR- LITTLE ROCK,100.7,524,488,577,92.49,111.6,524 [488 - 577],100.7% [92.49% - 111.6%],1195,721,1824,01-19-2021
21,AR- SPRINGDALE,197.79,562,529,610,156.25,258.9,562 [529 - 610],197.79% [156.25% - 258.9%],1245,806,1891,01-19-2021
22,AR- TEXARKANA,100.61,98,91,108,93.27,111.22,98 [91 - 108],100.61% [93.27% - 111.22%],202,130,306,01-19-2021
23,CA- ORANGE CO.,115.41,1122,1051,1207,102.76,130.57,1122 [1051 - 1207],115.41% [102.76% - 130.57%],2709,1741,3869,01-19-2021
25,CA- BAKERSFIELD,104.89,360,335,387,95.27,115.54,360 [335 - 387],104.89% [95.27% - 115.54%],900,552,1285,01-19-2021
31,CA- CHICO,91.72,31,29,34,87.19,97.66,31 [29 - 34],91.72% [87.19% - 97.66%],75,46,113,01-19-2021
33,CA- CONTRA COSTA CO.,131.37,513,482,557,112.65,158.93,513 [482 - 557],131.37% [112.65% - 158.93%],1029,654,1581,01-19-2021
43,CA- FRESNO,193.18,917,878,950,160.6,229.93,917 [878 - 950],193.18% [160.6% - 229.93%],2584,1840,3423,01-19-2021
56,CA- LOS ANGELES,117.13,3457,3166,3759,99.92,136.12,3457 [3166 - 3759],117.13% [99.92% - 136.12%],9209,4940,13919,01-19-2021
58,CA- MODESTO,116.47,250,233,267,103.62,132.88,250 [233 - 267],116.47% [103.62% - 132.88%],627,406,909,01-19-2021
62,CA- NAPA,107.84,76,71,84,97.7,122.96,76 [71 - 84],107.84% [97.7% - 122.96%],162,103,250,01-19-2021
65,CA- ALAMEDA CO.,124.57,775,722,845,105.63,149.01,775 [722 - 845],124.57% [105.63% - 149.01%],1506,866,2332,01-19-2021
69,CA- PALM SPR/RANCHO MIR.,93.58,51,47,56,87.69,99.75,51 [47 - 56],93.58% [87.69% - 99.75%],143,81,208,01-19-2021
73,CA- REDDING,91.37,59,54,65,87.12,98.11,59 [54 - 65],91.37% [87.12% - 98.11%],123,77,196,01-19-2021
77,CA- SACRAMENTO,108.8,631,590,691,97.98,124.38,631 [590 - 691],108.8% [97.98% - 124.38%],1378,860,2123,01-19-2021
78,CA- SALINAS,154.15,244,231,258,130.44,183.78,244 [231 - 258],154.15% [130.44% - 183.78%],588,400,823,01-19-2021
79,CA- SAN BERNARDINO,107.86,567,523,612,96.64,119.48,567 [523 - 612],107.86% [96.64% - 119.48%],1611,962,2283,01-19-2021
80,CA- SAN DIEGO,123.64,1354,1267,1459,107.14,143.54,1354 [1267 - 1459],123.64% [107.14% - 143.54%],3069,1909,4469,01-19-2021
81,CA- SAN FRANCISCO,94.61,368,344,402,89.03,102.41,368 [344 - 402],94.61% [89.03% - 102.41%],741,458,1137,01-19-2021
82,CA- SAN JOSE,99.83,248,230,270,91.57,109.28,248 [230 - 270],99.83% [91.57% - 109.28%],600,350,886,01-19-2021
83,CA- SAN LUIS OBISPO,132.41,107,99,116,110.92,156.97,107 [99 - 116],132.41% [110.92% - 156.97%],239,141,351,01-19-2021
85,CA- SAN MATEO CO.,92.28,149,138,162,87.16,98.25,149 [138 - 162],92.28% [87.16% - 98.25%],331,193,492,01-19-2021
86,CA- SANTA BARBARA,168.92,354,333,374,138.9,200.81,354 [333 - 374],168.92% [138.9% - 200.81%],859,569,1167,01-19-2021
87,CA- SANTA CRUZ,116.49,57,52,62,102.01,133.76,57 [52 - 62],116.49% [102.01% - 133.76%],131,79,193,01-19-2021
89,CA- SANTA ROSA,103.21,222,208,242,94.67,116.43,222 [208 - 242],103.21% [94.67% - 116.43%],432,273,678,01-19-2021
91,CA- STOCKTON,98.81,76,69,83,91.01,108.22,76 [69 - 83],98.81% [91.01% - 108.22%],200,117,300,01-19-2021
96,CA- VENTURA,114.65,212,194,234,98.05,133.91,212 [194 - 234],114.65% [98.05% - 133.91%],545,284,848,01-19-2021
101,CO- BOULDER,84.63,7,7,8,82.32,86.95,7 [7 - 8],84.63% [82.32% - 86.95%],22,11,33,01-19-2021
102,CO- COLORADO SPRINGS,88.21,33,30,39,84.54,96.04,33 [30 - 39],88.21% [84.54% - 96.04%],85,47,166,01-19-2021
103,CO- DENVER,95.43,338,313,374,89.0,104.6,338 [313 - 374],95.43% [89.0% - 104.6%],737,430,1175,01-19-2021
104,CO- FORT COLLINS,92.21,34,31,39,87.2,100.66,34 [31 - 39],92.21% [87.2% - 100.66%],78,46,132,01-19-2021
105,CO- GRAND JUNCTION,106.89,98,90,109,96.04,123.69,98 [90 - 109],106.89% [96.04% - 123.69%],213,127,346,01-19-2021
106,CO- GREELEY,87.72,24,22,27,84.5,92.48,24 [22 - 27],87.72% [84.5% - 92.48%],60,35,97,01-19-2021
107,CO- PUEBLO,80.0,0,0,0,80.0,81.13,0 [0 - 0],80.0% [80.0% - 81.13%],0,0,9,01-19-2021
109,CT- BRIDGEPORT,96.93,121,112,133,89.68,105.55,121 [112 - 133],96.93% [89.68% - 105.55%],287,164,433,01-19-2021
110,CT- HARTFORD,127.91,772,722,870,108.93,163.11,772 [722 - 870],127.91% [108.93% - 163.11%],1560,942,2706,01-19-2021
111,CT- NEW HAVEN,102.17,381,355,418,93.24,113.9,381 [355 - 418],102.17% [93.24% - 113.9%],854,510,1306,01-19-2021
112,DE- WILMINGTON,102.5,178,165,195,93.8,114.16,178 [165 - 195],102.5% [93.8% - 114.16%],419,257,636,01-19-2021
113,DC- WASHINGTON,116.51,863,810,940,103.1,134.84,863 [810 - 940],116.51% [103.1% - 134.84%],2004,1268,3010,01-19-2021
115,FL- BRADENTON,94.25,41,37,46,87.33,102.14,41 [37 - 46],94.25% [87.33% - 102.14%],101,52,157,01-19-2021
116,FL- CLEARWATER,100.59,167,154,185,91.36,112.07,167 [154 - 185],100.59% [91.36% - 112.07%],337,186,525,01-19-2021
118,FL- FORT LAUDERDALE,112.87,1495,1393,1693,98.92,137.43,1495 [1393 - 1693],112.87% [98.92% - 137.43%],2859,1646,4996,01-19-2021
119,FL- FORT MYERS,124.54,921,859,1058,104.83,166.8,921 [859 - 1058],124.54% [104.83% - 166.8%],1704,950,3321,01-19-2021
120,FL- GAINESVILLE,130.24,494,458,555,107.21,167.4,494 [458 - 555],130.24% [107.21% - 167.4%],925,501,1609,01-19-2021
122,FL- HUDSON,98.13,106,98,118,89.74,107.8,106 [98 - 118],98.13% [89.74% - 107.8%],227,122,348,01-19-2021
123,FL- JACKSONVILLE,106.06,594,547,650,94.09,119.82,594 [547 - 650],106.06% [94.09% - 119.82%],1280,692,1956,01-19-2021
124,FL- LAKELAND,151.54,413,384,467,119.51,210.99,413 [384 - 467],151.54% [119.51% - 210.99%],764,422,1399,01-19-2021
127,FL- MIAMI,101.23,1073,994,1206,91.7,115.3,1073 [994 - 1206],101.23% [91.7% - 115.3%],2289,1262,3806,01-19-2021
129,FL- OCALA,118.89,275,253,309,101.27,143.67,275 [253 - 309],118.89% [101.27% - 143.67%],532,291,871,01-19-2021
130,FL- ORLANDO,112.38,1751,1627,1979,97.98,136.6,1751 [1627 - 1979],112.38% [97.98% - 136.6%],3355,1863,5864,01-19-2021
131,FL- ORMOND BEACH,90.52,77,70,86,85.2,96.32,77 [70 - 86],90.52% [85.2% - 96.32%],174,86,270,01-19-2021
133,FL- PANAMA CITY,103.64,72,66,81,93.7,116.9,72 [66 - 81],103.64% [93.7% - 116.9%],157,91,245,01-19-2021
134,FL- PENSACOLA,142.96,774,725,869,117.29,190.26,774 [725 - 869],142.96% [117.29% - 190.26%],1479,876,2590,01-19-2021
137,FL- SARASOTA,129.97,397,369,458,107.61,177.65,397 [369 - 458],129.97% [107.61% - 177.65%],722,399,1411,01-19-2021
139,FL- ST PETERSBURG,97.15,137,126,151,89.45,106.72,137 [126 - 151],97.15% [89.45% - 106.72%],274,151,427,01-19-2021
140,FL- TALLAHASSEE,110.63,389,356,425,96.46,125.9,389 [356 - 425],110.63% [96.46% - 125.9%],826,444,1238,01-19-2021
141,FL- TAMPA,114.93,774,717,860,99.39,135.77,774 [717 - 860],114.93% [99.39% - 135.77%],1488,826,2376,01-19-2021
142,GA- ALBANY,105.96,126,115,137,96.37,119.51,126 [115 - 137],105.96% [96.37% - 119.51%],276,174,420,01-19-2021
144,GA- ATLANTA,138.39,3016,2807,3261,115.03,164.92,3016 [2807 - 3261],138.39% [115.03% - 164.92%],6994,4196,10172,01-19-2021
145,GA- AUGUSTA,115.72,370,345,399,102.53,132.99,370 [345 - 399],115.72% [102.53% - 132.99%],877,553,1301,01-19-2021
146,GA- COLUMBUS,110.74,187,175,204,99.3,129.01,187 [175 - 204],110.74% [99.3% - 129.01%],387,243,617,01-19-2021
147,GA- MACON,105.63,234,217,260,95.56,120.21,234 [217 - 260],105.63% [95.56% - 120.21%],573,348,899,01-19-2021
148,GA- ROME,115.11,110,102,120,101.99,132.73,110 [102 - 120],115.11% [101.99% - 132.73%],257,161,386,01-19-2021
149,GA- SAVANNAH,126.06,458,427,501,107.75,150.12,458 [427 - 501],126.06% [107.75% - 150.12%],948,571,1443,01-19-2021
151,ID- BOISE,93.58,119,110,136,87.7,102.82,119 [110 - 136],93.58% [87.7% - 102.82%],282,160,474,01-19-2021
152,ID- IDAHO FALLS,92.58,21,19,25,85.86,100.82,21 [19 - 25],92.58% [85.86% - 100.82%],58,27,96,01-19-2021
154,IL- AURORA,94.61,35,32,39,88.73,103.34,35 [32 - 39],94.61% [88.73% - 103.34%],77,46,123,01-19-2021
155,IL- BLUE ISLAND,86.27,69,63,77,83.43,89.82,69 [63 - 77],86.27% [83.43% - 89.82%],159,87,249,01-19-2021
156,IL- CHICAGO,85.36,190,174,207,82.85,87.99,190 [174 - 207],85.36% [82.85% - 87.99%],459,244,684,01-19-2021
158,IL- ELGIN,98.51,93,86,103,90.77,109.37,93 [86 - 103],98.51% [90.77% - 109.37%],201,117,319,01-19-2021
161,IL- EVANSTON,89.73,105,97,117,85.46,95.27,105 [97 - 117],89.73% [85.46% - 95.27%],235,132,369,01-19-2021
163,IL- HINSDALE,108.73,165,154,191,97.73,132.91,165 [154 - 191],108.73% [97.73% - 132.91%],316,195,582,01-19-2021
164,IL- JOLIET,111.75,218,203,253,98.78,140.48,218 [203 - 253],111.75% [98.78% - 140.48%],421,249,802,01-19-2021
166,IL- MELROSE PARK,94.58,217,202,246,88.66,104.73,217 [202 - 246],94.58% [88.66% - 104.73%],451,268,765,01-19-2021
170,IL- PEORIA,87.48,57,52,63,83.82,91.51,57 [52 - 63],87.48% [83.82% - 91.51%],139,71,214,01-19-2021
171,IL- ROCKFORD,90.06,62,57,70,85.36,95.28,62 [57 - 70],90.06% [85.36% - 95.28%],154,82,234,01-19-2021
172,IL- SPRINGFIELD,88.88,79,70,91,83.77,93.48,79 [70 - 91],88.88% [83.77% - 93.48%],226,96,343,01-19-2021
173,IL- URBANA,97.13,80,74,91,89.14,107.53,80 [74 - 91],97.13% [89.14% - 107.53%],178,95,286,01-19-2021
175,IL- BLOOMINGTON,106.59,30,27,33,94.98,121.57,30 [27 - 33],106.59% [94.98% - 121.57%],71,40,111,01-19-2021
179,IN- EVANSVILLE,113.06,333,309,369,98.83,133.06,333 [309 - 369],113.06% [98.83% - 133.06%],676,385,1085,01-19-2021
180,IN- FORT WAYNE,106.22,294,273,335,95.46,125.57,294 [273 - 335],106.22% [95.46% - 125.57%],580,342,1008,01-19-2021
181,IN- GARY,90.69,73,68,82,86.31,97.26,73 [68 - 82],90.69% [86.31% - 97.26%],161,95,260,01-19-2021
183,IN- INDIANAPOLIS,104.05,713,663,799,94.54,119.24,713 [663 - 799],104.05% [94.54% - 119.24%],1543,933,2518,01-19-2021
184,IN- LAFAYETTE,87.29,19,17,22,83.24,90.93,19 [17 - 22],87.29% [83.24% - 90.93%],54,24,81,01-19-2021
185,IN- MUNCIE,95.75,29,27,33,90.26,106.97,29 [27 - 33],95.75% [90.26% - 106.97%],66,43,113,01-19-2021
186,IN- MUNSTER,90.49,58,54,65,86.5,97.07,58 [54 - 65],90.49% [86.5% - 97.07%],121,75,197,01-19-2021
187,IN- SOUTH BEND,102.3,171,158,200,93.6,122.51,171 [158 - 200],102.3% [93.6% - 122.51%],341,208,650,01-19-2021
188,IN- TERRE HAUTE,85.38,14,12,16,83.34,90.2,14 [12 - 16],85.38% [83.34% - 90.2%],29,18,55,01-19-2021
190,IA- CEDAR RAPIDS,84.12,21,20,23,82.6,86.99,21 [20 - 23],84.12% [82.6% - 86.99%],46,29,78,01-19-2021
191,IA- DAVENPORT,84.18,42,38,47,82.74,86.66,42 [38 - 47],84.18% [82.74% - 86.66%],93,61,148,01-19-2021
192,IA- DES MOINES,87.87,110,102,121,84.83,93.0,110 [102 - 121],87.87% [84.83% - 93.0%],259,159,428,01-19-2021
193,IA- DUBUQUE,84.59,14,12,15,82.75,87.52,14 [12 - 15],84.59% [82.75% - 87.52%],25,15,41,01-19-2021
194,IA- IOWA CITY,84.17,31,29,37,82.57,87.41,31 [29 - 37],84.17% [82.57% - 87.41%],81,50,144,01-19-2021
195,IA- MASON CITY,82.32,3,2,5,80.27,83.55,3 [2 - 5],82.32% [80.27% - 83.55%],17,2,26,01-19-2021
196,IA- SIOUX CITY,82.21,10,8,12,80.97,83.98,10 [8 - 12],82.21% [80.97% - 83.98%],25,11,45,01-19-2021
197,IA- WATERLOO,86.57,13,11,15,82.35,88.61,13 [11 - 15],86.57% [82.35% - 88.61%],42,15,55,01-19-2021
200,KS- TOPEKA,100.23,135,124,154,90.08,112.39,135 [124 - 154],100.23% [90.08% - 112.39%],313,156,501,01-19-2021
